Processed,Method,URI,Flags
FALSE,GET,https://blog.mozilla.org/security/2014/10/04/csp-for-the-web-we-have/,Out
FALSE,GET,https://twitter.com/digininja,Out
TRUE,POST,http://127.0.0.1/vulnerabilities/xss_s/,
TRUE,POST,http://127.0.0.1/vulnerabilities/csp/,
TRUE,POST,http://127.0.0.1/vulnerabilities/xss_s/,
FALSE,GET,https://github.com/PHPIDS/PHPIDS,Out
FALSE,GET,http://127.0.0.1/security.php?phpids=on,
TRUE,GET,http://127.0.0.1/security.php?test=%2522%3E%3Cscript%3Eeval(window.name)%3C/script%3E,
TRUE,GET,http://127.0.0.1/ids_log.php,
TRUE,POST,http://127.0.0.1/security.php,
FALSE,GET,https://www.w3schools.com/js/,Out
FALSE,GET,https://www.youtube.com/watch?index=17&list=WL&v=cs7EQdWO5o0,Out
FALSE,GET,https://ponyfoo.com/articles/es6-proxies-in-depth,Out
TRUE,POST,http://127.0.0.1/vulnerabilities/javascript/,
TRUE,GET,http://127.0.0.1/docs/DVWA_v1.3.pdf,
FALSE,GET,https://github.com/RandomStorm/DVWA,Out
FALSE,GET,https://github.com/RandomStorm/DVWA/issues,Out
FALSE,GET,https://github.com/RandomStorm/DVWA/commits/master,Out
FALSE,GET,https://github.com/RandomStorm/DVWA/wiki,Out
FALSE,GET,http://brooksgarrett.com/,Out
FALSE,GET,https://blog.g0tmi1k.com/,Out
FALSE,GET,https://www.creativenucleus.com/,Out
FALSE,GET,http://www.designnewcastle.co.uk/,Out
FALSE,GET,http://www.linux-ninja.com/,Out
FALSE,GET,https://www.randomstorm.com/,Out
FALSE,GET,https://www.dewhurstsecurity.com/,Out
FALSE,GET,http://www.paulosyibelo.com/,Out
FALSE,GET,http://tedi.heriyanto.net/,Out
FALSE,GET,https://www.tmacuk.co.uk/,Out
FALSE,GET,http://github.com/PHPIDS/PHPIDS,Out
FALSE,GET,http://www.php.net/,Out
FALSE,GET,http://www.zend.com/,Out
TRUE,GET,http://127.0.0.1/dvwa/?C=S,
TRUE,GET,http://127.0.0.1/dvwa/?C=M,
TRUE,GET,http://127.0.0.1/dvwa/css/?C=M,
TRUE,GET,http://127.0.0.1/dvwa/css/?C=S,
TRUE,GET,http://127.0.0.1/dvwa/images/?C=M,
TRUE,GET,http://127.0.0.1/dvwa/images/?C=D,
TRUE,GET,http://127.0.0.1/dvwa/includes/?C=M,
TRUE,GET,http://127.0.0.1/dvwa/includes/?C=S,
TRUE,GET,http://127.0.0.1/dvwa/includes/DBMS/?C=M,
TRUE,GET,http://127.0.0.1/dvwa/includes/DBMS/?C=D,
TRUE,GET,http://127.0.0.1/dvwa/js/?C=S,
TRUE,GET,http://127.0.0.1/dvwa/js/?C=M,
FALSE,GET,http://hiderefer.com/,Out
FALSE,GET,http://fsf.org/,Out
